report_id,timestamp,ip,city,country,os,browser,screen,timezone
d492d2ebac317e6aaf1d6e2b460b45a6,2026-02-09T03:15:32.299Z,129.205.124.203,Lagos,NG,Linux armv81,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Sa",360x806,Africa/Lagos
